"seqn","age_years","age_group","sex","race_eth","educ_level","pir"
"135982","60","60+","2","3","4","3.02"
"135983","21","18-29","2","3","4",NULL
"135984","5",NULL,"2","3",NULL,"2.85"
"135985","46","40-49","2","2","3","0.2"
"135986","18","18-29","1","3",NULL,"3.33"
"135987","79","60+","1","3","4","2.18"
"135988","63","60+","1","3","4","5"
"135989","27","18-29","1","3","5","2.5"
"135990","22","18-29","1","1","3","1.3"
"135991","32","30-39","2","7","4","0.68"
"135992","66","60+","1","3","5","1.38"
"135993","55","50-59","1","1","3","3.24"
"135994","6",NULL,"1","3",NULL,NULL
"135995","77","60+","1","6","4",NULL
"135996","80","60+","2","3","2","1.37"
"135997","25","18-29","2","3","5","2.39"
"135998","23","18-29","1","2","4","1.03"
"135999","66","60+","1","7","5",NULL
"136000","44","40-49","2","3","5","5"
"136001","28","18-29","2","6","5","4.32"
"136002","80","60+","1","3","2","2.43"
"136003","6",NULL,"2","6",NULL,"4.93"
"136004","58","50-59","1","3","3",NULL
"136005","52","50-59","1","4","4","5"
"136006","19","18-29","2","4",NULL,NULL
"136007","7",NULL,"2","7",NULL,"2.83"
"136008","13",NULL,"2","1",NULL,"0.57"
"136009","14",NULL,"1","1",NULL,"2.16"
"136010","45","40-49","2","3","3","3.44"
"136011","15",NULL,"1","1",NULL,"0.57"
"136012","73","60+","1","2","1",NULL
"136013","59","50-59","2","2","4","1.77"
"136014","20","18-29","1","3","3","0.65"
"136015","22","18-29","2","1","4","1.99"
"136016","41","40-49","1","4","4","5"
"136017","8",NULL,"1","3",NULL,"2.64"
"136018","30","30-39","2","3","5","3.77"
"136019","6",NULL,"1","2",NULL,"0.42"
"136020","40","40-49","2","3","3","1.85"
"136021","5.397605346934028e-79",NULL,"1","3",NULL,"3.41"
"136022","14",NULL,"2","3",NULL,"1.46"
"136023","18","18-29","2","3",NULL,"0.22"
"136024","5.397605346934028e-79",NULL,"1","3",NULL,"4.33"
"136025","42","40-49","2","3","5","3.55"
"136026","6",NULL,"1","3",NULL,NULL
"136027","56","50-59","2","3","4","2.74"
"136028","8",NULL,"1","1",NULL,"2.85"
"136029","12",NULL,"2","4",NULL,NULL
"136030","2",NULL,"1","2",NULL,"5"
"136031","57","50-59","2","3","5","5"
"136032","8",NULL,"1","4",NULL,"1.39"
"136033","44","40-49","1","4","3","3.69"
"136034","19","18-29","1","7",NULL,NULL
"136035","80","60+","1","3","3","1.97"
"136036","55","50-59","2","3","4","5"
"136037","69","60+","2","3","5","5"
"136038","48","40-49","1","7","5","5"
"136039","36","30-39","2","1","1","1.22"
"136040","41","40-49","2","3","5","5"
"136041","36","30-39","1","3","4","1.61"
"136042","44","40-49","1","6","5",NULL
"136043","80","60+","1","3","5",NULL
"136044","5.397605346934028e-79",NULL,"1","1",NULL,"0.32"
"136045","19","18-29","2","3",NULL,"0.97"
"136046","67","60+","2","2","4","2.73"
"136047","80","60+","1","3","3","1.72"
"136048","5",NULL,"1","7",NULL,"1.13"
"136049","4",NULL,"1","3",NULL,"5"
"136050","25","18-29","2","3","5","5"
"136051","27","18-29","1","3","4","5"
"136052","78","60+","1","3","5","4.46"
"136053","79","60+","2","3","3","2.28"
"136054","21","18-29","2","3","4",NULL
"136055","15",NULL,"2","2",NULL,NULL
"136056","5.397605346934028e-79",NULL,"2","3",NULL,NULL
"136057","69","60+","2","3","3","0.87"
"136058","68","60+","1","4","3","2.84"
"136059","62","60+","1","2","2","0.6"
"136060","46","40-49","1","3","5","5"
"136061","6",NULL,"1","7",NULL,NULL
"136062","21","18-29","2","2","3","5.397605346934028e-79"
"136063","41","40-49","1","3","5","5"
"136064","76","60+","1","3","1","0.92"
"136065","2",NULL,"1","3",NULL,"1.67"
"136066","11",NULL,"1","4",NULL,NULL
"136067","44","40-49","2","4","3","1.32"
"136068","71","60+","2","4","5",NULL
"136069","6",NULL,"2","3",NULL,NULL
"136070","35","30-39","1","2","1",NULL
"136071","29","18-29","2","4","2","0.3"
"136072","63","60+","1","3","3","4.44"
"136073","70","60+","2","3","3","2.91"
"136074","64","60+","2","3","4","2.62"
"136075","55","50-59","1","3","4","0.78"
"136076","12",NULL,"2","2",NULL,"0.62"
"136077","50","50-59","1","3","5","5"
"136078","4",NULL,"2","3",NULL,"5"
"136079","25","18-29","2","3","4","2.73"
"136080","12",NULL,"1","3",NULL,"1.34"
"136081","14",NULL,"1","3",NULL,"2.47"
"136082","62","60+","1","3","3","3.04"
"136083","29","18-29","2","3","5","0.75"
"136084","45","40-49","2","6","2","0.58"
"136085","2",NULL,"2","4",NULL,"1.94"
"136086","15",NULL,"1","3",NULL,"5"
"136087","18","18-29","1","4",NULL,"2.05"
"136088","41","40-49","1","1","4","1.81"
"136089","60","60+","1","4","3","0.09"
"136090","15",NULL,"1","3",NULL,"1.83"
"136091","80","60+","1","3","4","3.82"
"136092","27","18-29","2","1","2","0.05"
"136093","80","60+","2","3","3","2.16"
"136094","72","60+","2","3","5","3.38"
"136095","37","30-39","2","3","5","4.78"
"136096","8",NULL,"1","4",NULL,"0.93"
"136097","48","40-49","2","3","3","5"
"136098","5",NULL,"2","2",NULL,"1.89"
"136099","15",NULL,"2","1",NULL,"1.08"
"136100","16",NULL,"1","3",NULL,"3.26"
"136101","67","60+","2","3","5","5"
"136102","18","18-29","1","4",NULL,NULL
"136103","14",NULL,"2","3",NULL,"5"
"136104","8",NULL,"1","3",NULL,NULL
"136105","11",NULL,"2","2",NULL,"0.75"
"136106","44","40-49","2","2","1","0.52"
"136107","63","60+","1","4","3","0.4"
"136108","16",NULL,"1","3",NULL,"0.49"
"136109","37","30-39","2","3","3","3.91"
"136110","17",NULL,"2","4",NULL,"0.89"
"136111","71","60+","2","3","4","1.01"
"136112","17",NULL,"1","3",NULL,"5"
"136113","80","60+","2","3","5","3.09"
"136114","61","60+","2","3","3","4.59"
"136115","20","18-29","2","2","4","2.13"
"136116","23","18-29","2","3","2","1.07"
"136117","73","60+","1","3","5","5"
"136118","39","30-39","2","3","4","2.55"
"136119","64","60+","1","3","4","5"
"136120","54","50-59","1","2","3","1.16"
"136121","5",NULL,"1","2",NULL,NULL
"136122","42","40-49","2","3","5",NULL
"136123","62","60+","2","2","3",NULL
"136124","30","30-39","1","7","5","2.18"
"136125","42","40-49","1","3","3","1.61"
"136126","12",NULL,"1","4",NULL,"4.32"
"136127","63","60+","2","3","4","2.62"
"136128","60","60+","2","2","5","2.16"
"136129","73","60+","1","7","1","3.31"
"136130","44","40-49","2","3","5","2.98"
"136131","9",NULL,"1","3",NULL,"1.54"
"136132","59","50-59","2","4","5","5"
"136133","42","40-49","2","3","5","5"
"136134","54","50-59","1","3","4",NULL
"136135","11",NULL,"1","1",NULL,NULL
"136136","75","60+","1","3","5","4.78"
"136137","17",NULL,"1","3",NULL,"1.57"
"136138","13",NULL,"1","3",NULL,"5"
"136139","53","50-59","2","4","4","4.78"
"136140","15",NULL,"1","6",NULL,NULL
"136141","80","60+","2","3","4",NULL
"136142","34","30-39","1","6","5","5"
"136143","3",NULL,"2","4",NULL,NULL
"136144","43","40-49","2","3","5","5"
"136145","10",NULL,"2","3",NULL,"2.31"
"136146","24","18-29","1","3","3","2.26"
"136147","53","50-59","1","3","4","5"
"136148","18","18-29","1","6",NULL,"5"
"136149","63","60+","2","1","1",NULL
"136150","12",NULL,"1","4",NULL,"3.16"
"136151","17",NULL,"1","1",NULL,"3.6"
"136152","65","60+","2","3","4",NULL
"136153","13",NULL,"2","4",NULL,"0.38"
"136154","8",NULL,"2","3",NULL,"2.02"
"136155","68","60+","1","3","4","1.62"
"136156","7",NULL,"1","4",NULL,NULL
"136157","60","60+","2","7","3","4.27"
"136158","1",NULL,"2","6",NULL,"0.48"
"136159","7",NULL,"2","3",NULL,"2.85"
"136160","44","40-49","2","3","5","1.82"
"136161","37","30-39","2","3","4","1.01"
"136162","75","60+","2","3","5","2.03"
"136163","80","60+","1","2","5","2.76"
"136164","45","40-49","1","3","5","3.72"
"136165","62","60+","1","3","5","2.28"
"136166","32","30-39","1","4","4","2.94"
"136167","28","18-29","2","4","5","3.55"
"136168","61","60+","2","4","4","1.04"
"136169","56","50-59","1","2","3","0.66"
"136170","9",NULL,"2","3",NULL,"5"
"136171","8",NULL,"1","2",NULL,"1.29"
"136172","76","60+","2","3","4","3.43"
"136173","73","60+","2","1","2","1.58"
"136174","16",NULL,"1","2",NULL,"3.6"
"136175","17",NULL,"2","3",NULL,"5"
"136176","40","40-49","1","7","3","4.46"
"136177","10",NULL,"2","7",NULL,"2.39"
"136178","70","60+","1","2","5","0.81"
"136179","15",NULL,"1","3",NULL,"2.61"
"136180","22","18-29","2","2","4","2.95"
"136181","9",NULL,"2","4",NULL,"0.42"
"136182","80","60+","1","7","4","0.98"
"136183","46","40-49","2","3","5","5"
"136184","11",NULL,"2","3",NULL,"2.77"
"136185","21","18-29","2","2","4","1.3"
"136186","60","60+","2","3","5","3.73"
"136187","31","30-39","1","1","3",NULL
"136188","49","40-49","1","2","1","5"
"136189","59","50-59","2","2","1","2.48"
"136190","68","60+","2","3","5","5"
"136191","69","60+","2","3","3",NULL
"136192","66","60+","1","3","5","5.397605346934028e-79"
"136193","72","60+","2","3","4","3.13"
"136194","52","50-59","1","7","4","2.94"
"136195","74","60+","1","3","1",NULL
"136196","8",NULL,"1","1",NULL,NULL
"136197","10",NULL,"2","4",NULL,"1.89"
"136198","18","18-29","2","4",NULL,"5"
"136199","3",NULL,"2","7",NULL,"3.44"
"136200","76","60+","2","2","5","3.28"
"136201","31","30-39","1","2","1",NULL
"136202","7",NULL,"2","2",NULL,NULL
"136203","7",NULL,"2","3",NULL,"3.33"
"136204","51","50-59","1","3","2","0.69"
"136205","25","18-29","1","3","4","5"
"136206","80","60+","2","3","5","3.77"
"136207","8",NULL,"2","3",NULL,"1.3"
"136208","11",NULL,"2","7",NULL,"5"
"136209","10",NULL,"2","6",NULL,"5"
"136210","58","50-59","2","3","4","1.32"
"136211","38","30-39","2","7","4","3.83"
"136212","5",NULL,"2","4",NULL,"0.94"
"136213","14",NULL,"1","7",NULL,"1.99"
"136214","26","18-29","1","6","3",NULL
"136215","5.397605346934028e-79",NULL,"2","1",NULL,"0.75"
"136216","80","60+","1","3","3","3.43"
"136217","5",NULL,"2","3",NULL,"5"
"136218","57","50-59","2","2","5","1.91"
"136219","38","30-39","1","3","5","5"
"136220","75","60+","1","3","5",NULL
"136221","59","50-59","1","3","3",NULL
"136222","31","30-39","2","2","5","5"
"136223","40","40-49","1","3","4","3.4"
"136224","80","60+","2","3","2","1.3"
"136225","33","30-39","2","6","5","4.67"
"136226","70","60+","2","3","3",NULL
"136227","63","60+","2","3","4","3.7"
"136228","13",NULL,"2","3",NULL,"2.5"
"136229","63","60+","1","3","4","1.57"
"136230","45","40-49","2","3","3","5"
"136231","39","30-39","2","3","5","4.1"
"136232","62","60+","1","7","5","5.397605346934028e-79"
"136233","68","60+","1","3","3","1.24"
"136234","6",NULL,"1","7",NULL,"1.55"
"136235","28","18-29","1","1","2","0.99"
"136236","11",NULL,"2","7",NULL,"2.74"
"136237","9",NULL,"1","1",NULL,"1.13"
"136238","14",NULL,"1","2",NULL,NULL
"136239","8",NULL,"1","3",NULL,"4"
"136240","64","60+","2","1","1",NULL
"136241","61","60+","2","4","3","0.42"
"136242","14",NULL,"1","3",NULL,"1.71"
"136243","32","30-39","2","4","2","0.59"
"136244","62","60+","1","2","5","5"
"136245","4",NULL,"1","2",NULL,"3.02"
"136246","45","40-49","2","4","4","3.87"
"136247","42","40-49","2","2","5","1.67"
"136248","13",NULL,"2","3",NULL,"3.32"
"136249","37","30-39","2","3","5","1.67"
"136250","71","60+","1","3","4","3.09"
"136251","17",NULL,"2","4",NULL,"0.55"
"136252","58","50-59","1","3","4","5"
"136253","24","18-29","1","2","3","0.46"
"136254","20","18-29","2","7","4","0.55"
"136255","66","60+","2","3","3","2.04"
"136256","57","50-59","2","2","3","4.59"
"136257","18","18-29","2","1",NULL,NULL
"136258","28","18-29","2","1","4","4.31"
"136259","4",NULL,"2","1",NULL,"0.57"
"136260","44","40-49","1","3","5","2.85"
"136261","68","60+","2","3","4","0.88"
"136262","13",NULL,"2","4",NULL,"0.66"
"136263","8",NULL,"2","4",NULL,NULL
"136264","2",NULL,"2","3",NULL,NULL
"136265","76","60+","2","3","5","3.96"
"136266","42","40-49","2","2","5","1.8"
"136267","40","40-49","2","3","4","2.46"
"136268","48","40-49","1","4","4","5"
"136269","5",NULL,"2","2",NULL,"0.82"
"136270","10",NULL,"1","3",NULL,"5"
"136271","41","40-49","2","3","4","5"
"136272","50","50-59","1","3","4","5"
"136273","7",NULL,"1","3",NULL,"1.91"
"136274","52","50-59","2","3","3","3.8"
"136275","6",NULL,"1","4",NULL,"1.48"
"136276","73","60+","1","3","4","1.07"
"136277","63","60+","1","2","2","5.397605346934028e-79"
"136278","38","30-39","2","3","4","0.97"
"136279","18","18-29","1","3",NULL,"0.98"
"136280","12",NULL,"1","3",NULL,"4.41"
"136281","66","60+","1","3","5","5"
"136282","36","30-39","1","6","5","4.97"
"136283","75","60+","1","3","5","5"
"136284","72","60+","2","3","5","5"
"136285","72","60+","1","7","3","2.88"
"136286","72","60+","2","3","4","3.93"
"136287","29","18-29","1","3","4","1.84"
"136288","67","60+","2","3","4",NULL
"136289","74","60+","1","3","3","1.26"
"136290","80","60+","2","3","3","1.18"
"136291","38","30-39","2","3","4","3.42"
"136292","17",NULL,"2","1",NULL,"1.37"
"136293","51","50-59","2","3","5","3.16"
"136294","52","50-59","2","3","5","2.61"
"136295","5",NULL,"2","4",NULL,NULL
"136296","77","60+","1","4","3","1.16"
"136297","13",NULL,"1","3",NULL,"1.05"
"136298","80","60+","2","3","4","1.86"
"136299","80","60+","1","3","5","2.13"
"136300","19","18-29","2","4",NULL,"0.99"
"136301","54","50-59","1","3","5","5"
"136302","48","40-49","2","4","3","0.27"
"136303","3",NULL,"1","4",NULL,NULL
"136304","29","18-29","2","4","4","1.23"
"136305","20","18-29","2","3","2","2.41"
"136306","63","60+","1","3","5","1.23"
"136307","55","50-59","2","3","5","4.27"
"136308","72","60+","1","3","5","5"
"136309","70","60+","2","3","5","4.59"
"136310","70","60+","2","3","3","1.69"
"136311","80","60+","2","3","1","0.99"
"136312","38","30-39","2","3","5","1.8"
"136313","8",NULL,"1","3",NULL,"4.32"
"136314","25","18-29","2","2","3","0.3"
"136315","40","40-49","1","3","3","0.98"
"136316","6",NULL,"1","1",NULL,NULL
"136317","7",NULL,"1","3",NULL,NULL
"136318","58","50-59","2","7","2","0.59"
"136319","36","30-39","2","1","3",NULL
"136320","47","40-49","2","3","3","5"
"136321","74","60+","1","3","4","1.37"
"136322","80","60+","2","2","4","0.74"
"136323","43","40-49","1","1","5","5"
"136324","11",NULL,"2","4",NULL,NULL
"136325","66","60+","2","4","1",NULL
"136326","59","50-59","1","3","3","5"
"136327","10",NULL,"1","4",NULL,NULL
"136328","43","40-49","1","4","4","5"
"136329","75","60+","2","3","5","5"
"136330","80","60+","1","3","1","1.2"
"136331","45","40-49","2","3","5","2.41"
"136332","39","30-39","2","3","5","4.86"
"136333","32","30-39","2","4","5","0.38"
"136334","80","60+","1","3","5","2.07"
"136335","41","40-49","1","2","4","3.04"
"136336","68","60+","2","3","3","2.73"
"136337","20","18-29","1","1","4","1.17"
"136338","76","60+","1","3","5","1.78"
"136339","52","50-59","1","3","5","1.42"
"136340","5.397605346934028e-79",NULL,"2","6",NULL,"4.46"
"136341","38","30-39","1","3","5",NULL
"136342","28","18-29","2","3","4","4.92"
"136343","5.397605346934028e-79",NULL,"1","3",NULL,"5"
"136344","29","18-29","2","1","3","0.03"
"136345","32","30-39","1","3","4","5"
"136346","19","18-29","1","3",NULL,"0.46"
"136347","9",NULL,"1","7",NULL,"4.56"
"136348","26","18-29","1","6","5","5"
"136349","25","18-29","2","3","5","4.43"
"136350","2",NULL,"2","3",NULL,"4.02"
"136351","58","50-59","2","3","3","3.69"
"136352","72","60+","2","3","4","4.42"
"136353","70","60+","2","3","5",NULL
"136354","34","30-39","2","3","5","5"
"136355","60","60+","1","1","3","5"
"136356","67","60+","1","3","5","5"
"136357","31","30-39","1","3","3","4.8"
"136358","22","18-29","2","4","5","5"
"136359","80","60+","1","3","2",NULL
"136360","31","30-39","1","3","2",NULL
"136361","67","60+","1","3","5","5"
"136362","56","50-59","2","3","4","4.93"
"136363","3",NULL,"1","7",NULL,"3.24"
"136364","67","60+","2","3","5","5"
"136365","62","60+","1","3","3","5"
"136366","32","30-39","2","6","5","5"
"136367","62","60+","1","3","9","0.74"
"136368","5",NULL,"1","2",NULL,"2.26"
"136369","27","18-29","2","2","5","2.43"
"136370","46","40-49","1","3","5","1.71"
"136371","15",NULL,"2","4",NULL,"1.54"
"136372","8",NULL,"1","1",NULL,"3.19"
"136373","36","30-39","1","4","3",NULL
"136374","27","18-29","1","1","3","3.24"
"136375","40","40-49","1","3","4","3.33"
"136376","63","60+","2","3","4","3.17"
"136377","21","18-29","1","4","3","3.44"
"136378","33","30-39","1","2","2","2.67"
"136379","12",NULL,"2","2",NULL,"1.8"
"136380","14",NULL,"1","3",NULL,NULL
"136381","52","50-59","2","6","2","0.65"
"136382","13",NULL,"1","2",NULL,"0.45"
"136383","79","60+","1","1","2","1.37"
"136384","33","30-39","2","3","4","0.02"
"136385","63","60+","1","3","4","1.89"
"136386","9",NULL,"1","3",NULL,"4.83"
"136387","66","60+","2","3","5","5"
"136388","15",NULL,"1","3",NULL,NULL
"136389","73","60+","2","3","3","1.44"
"136390","80","60+","2","3","4","3.28"
"136391","8",NULL,"1","3",NULL,"4.33"
"136392","59","50-59","2","3","4","1.22"
"136393","12",NULL,"2","2",NULL,NULL
"136394","72","60+","1","6","5",NULL
"136395","5.397605346934028e-79",NULL,"2","4",NULL,"0.23"
"136396","14",NULL,"1","6",NULL,NULL
"136397","38","30-39","2","2","5","0.79"
"136398","58","50-59","2","3","3","0.75"
"136399","52","50-59","2","6","4","2.13"
"136400","55","50-59","2","3","4","0.74"
"136401","34","30-39","2","2","4","2.88"
"136402","65","60+","2","3","5","5"
"136403","1",NULL,"1","2",NULL,"0.24"
"136404","2",NULL,"1","6",NULL,"2.63"
"136405","61","60+","2","3","4","5"
"136406","17",NULL,"2","3",NULL,"4.99"
"136407","58","50-59","1","7","3","0.07"
"136408","63","60+","1","3","3","2.13"
"136409","18","18-29","2","4",NULL,"0.58"
"136410","20","18-29","2","6","3","0.04"
"136411","5",NULL,"1","4",NULL,"0.74"
"136412","65","60+","2","4","5","0.1"
"136413","5.397605346934028e-79",NULL,"2","2",NULL,"5"
"136414","13",NULL,"1","2",NULL,"5"
"136415","52","50-59","1","2","5",NULL
"136416","60","60+","1","3","4",NULL
"136417","21","18-29","1","3","4","3.9"
"136418","70","60+","1","3","3","1.47"
"136419","18","18-29","2","3",NULL,NULL
"136420","11",NULL,"2","1",NULL,NULL
"136421","25","18-29","1","1","4","5"
"136422","77","60+","2","3","5","2.74"
"136423","9",NULL,"1","3",NULL,"5"
"136424","42","40-49","2","7","4","0.97"
"136425","46","40-49","1","3","3","2.95"
"136426","20","18-29","2","7","4","2.32"
"136427","73","60+","2","7","3",NULL
"136428","12",NULL,"2","4",NULL,"1.09"
"136429","39","30-39","2","3","3","1.23"
"136430","46","40-49","1","3","3","2.21"
"136431","54","50-59","1","2","5","1.77"
"136432","15",NULL,"2","2",NULL,"2.48"
"136433","80","60+","1","4","1","0.62"
"136434","61","60+","2","3","4","1.37"
"136435","22","18-29","1","3","5","1.1"
"136436","11",NULL,"2","7",NULL,"4.9"
"136437","43","40-49","1","6","5","5"
"136438","12",NULL,"1","3",NULL,NULL
"136439","20","18-29","2","6","3","5"
"136440","80","60+","2","3","5","5"
"136441","4",NULL,"2","3",NULL,"1.61"
"136442","37","30-39","1","3","5","4.4"
"136443","67","60+","1","4","2","3.24"
"136444","61","60+","1","2","3","0.82"
"136445","80","60+","1","6","3","0.36"
"136446","40","40-49","1","1","3","0.43"
"136447","1",NULL,"2","1",NULL,"0.75"
"136448","80","60+","2","3","3","1.97"
"136449","21","18-29","2","6","4",NULL
"136450","30","30-39","2","6","5",NULL
"136451","80","60+","1","3","3","5"
"136452","36","30-39","2","6","5","5"
"136453","32","30-39","2","6","5",NULL
"136454","64","60+","1","3","3","1.52"
"136455","58","50-59","1","3","3","2.66"
"136456","48","40-49","1","1","1",NULL
"136457","68","60+","2","3","5","3.93"
"136458","73","60+","1","3","4","1.99"
"136459","49","40-49","1","1","2","1.53"
"136460","29","18-29","2","3","4","0.96"
"136461","25","18-29","2","4","4","2.39"
"136462","21","18-29","2","3","4","0.15"
"136463","15",NULL,"1","3",NULL,"1.51"
"136464","6",NULL,"2","3",NULL,"4.83"
"136465","34","30-39","2","7","4","5"
"136466","43","40-49","2","3","5","3.13"
"136467","57","50-59","2","3","3","2.58"
"136468","21","18-29","1","3","3",NULL
"136469","14",NULL,"2","1",NULL,"1.46"
"136470","64","60+","2","3","4",NULL
"136471","9",NULL,"1","7",NULL,"0.62"
"136472","8",NULL,"1","4",NULL,NULL
"136473","60","60+","1","4","4","0.66"
"136474","19","18-29","2","3",NULL,"5"
"136475","80","60+","2","3","3","1.55"
"136476","60","60+","2","1","1","5.397605346934028e-79"
"136477","52","50-59","1","3","5","4.05"
"136478","59","50-59","1","1","1","0.09"
"136479","17",NULL,"1","7",NULL,NULL
"136480","20","18-29","1","1","4",NULL
"136481","2",NULL,"1","2",NULL,"2.83"
"136482","51","50-59","1","1","2",NULL
"136483","34","30-39","1","3","5","4.53"
"136484","2",NULL,"1","3",NULL,"4.43"
"136485","15",NULL,"1","3",NULL,"2.85"
"136486","33","30-39","2","3","5","4.78"
"136487","48","40-49","2","3","4","3.16"
"136488","4",NULL,"1","4",NULL,NULL
"136489","41","40-49","1","3","5","5"
"136490","61","60+","1","3","5","5"
"136491","37","30-39","2","3","4","1.01"
"136492","66","60+","1","6","5","1.91"
"136493","5.397605346934028e-79",NULL,"2","3",NULL,"0.34"
"136494","20","18-29","1","6","4",NULL
"136495","9",NULL,"2","1",NULL,"0.43"
